# TIC   vsini   r   prot_ls   prot_cat   temperature   logg
198413343 nan 0.8873 4.6472 nan 5712.12 4.5497
198413430 nan 0.8362 2.0060 nan 4604.0 4.4567
198413432 nan 1.0873 2.0024 nan 5121.0 4.2999
198416255 nan 3.5926 1.1839 nan 8115.0 nan
198416743 nan 0.2536 0.6387 nan 3239.0 4.9815
198417690 nan 0.9176 6.7491 nan 5810.0 4.5319
198419445 nan 0.5705 4.5264 nan 4356.1 4.7588
198456017 nan 0.0068 4.3016 nan nan NaN
198456524 nan 1.7308 3.0065 nan 5599.0 3.9572
198457116 nan 0.6973 3.3201 nan 3580.3 NaN
198457251 nan 0.8099 0.7433 nan 4383.3 4.4569
198458877 nan 0.8431 2.6870 nan 5639.35 4.5863
198459038 nan 2.2833 4.8612 nan 6015.0 3.7671
198459916 nan 0.2770 13.2056 nan 3209.0 4.9521
198478755 nan 2.5991 0.2101 nan 6905.0 nan
198479798 nan 0.4924 0.1229 nan 3957.0 4.7441
198480040 nan 1.4631 0.7296 nan 6095.45 4.1663
198480110 nan 11.1307 0.3219 nan 4780.67 NaN
198483749 nan 0.8742 3.3911 3.4046 4056.74 4.3542
198483994 nan 0.3556 0.9774 nan 3375.0 4.8685
198485474 nan 11.6706 0.7180 nan 4981.73 NaN
198485678 nan 0.3859 1.8878 nan 3356.0 4.8397
198486253 nan 17.1771 1.1613 nan 4856.26 NaN
198487189 nan 1.2485 9.5115 nan 5834.0 4.2673
198487190 nan 1.3544 9.6240 nan 5629.0 4.1733
198487375 nan 0.2682 6.1407 nan 3231.0 4.9628
198489041 nan 24.2879 3.4963 nan 4471.0 NaN
198491496 nan 1.3656 4.6607 nan 6647.0 4.3132
198509300 nan 2.4597 1.5511 nan 5451.0 3.6340
198510614 nan 0.4998 0.8462 nan 3563.0 4.7376
198510718 nan 0.6956 5.7170 nan 4034.0 4.5526
198511937 nan 0.7302 2.6302 nan 4977.0 4.6249
198512546 nan 0.1678 0.7695 nan 2992.0 5.1294
198513158 nan 10.5172 5.0730 nan 4745.0 NaN
198516246 nan 2.5465 0.2521 nan 7464.0 nan
198516320 nan 0.3491 2.9154 nan 3268.0 4.8748
198517015 nan 1.3209 6.2102 nan 6189.0 nan
198537783 nan 0.3840 4.0659 nan 3175.0 4.8414
198553150 nan 1.9555 0.9983 nan 5452.0 3.8342
198555309 nan 10.8167 3.3822 nan 4548.0 NaN
198555502 nan 0.1129 0.7454 nan 2784.0 5.2807
198555959 nan 1.6250 2.0906 nan 6167.0 4.0882
198557730 nan 0.9700 0.8771 nan 5348.0 NaN
198557860 nan 0.3071 0.4228 nan 3092.0 4.9179
198558443 nan 13.6881 1.8791 nan 5099.0 NaN
198582674 nan 0.7737 7.8029 nan 5107.0 4.5955
198584097 nan 1.2724 4.1550 nan 6237.0 4.3116
198587057 nan 7.0779 0.1816 nan 4759.0 NaN
198614737 nan 0.7244 2.6289 nan 5354.0 4.6847
198838018 nan 17.8879 5.4302 nan 4483.0 NaN
198851135 nan 36.2822 0.1577 nan nan nan
198988311 nan 267.1200 6.8067 nan 3665.0 nan
198999407 nan 0.2003 0.5275 nan 3040.0 5.0634
198999645 nan 0.3189 1.6545 nan 3269.0 4.9054
199172827 nan 0.2910 14.1580 nan 3276.0 4.9358
199246198 nan 1.0709 6.9046 nan 5656.0 4.3803
199375128 nan 0.3137 11.4135 nan 3282.0 4.9109
199375132 nan 0.1911 11.5908 nan 2989.0 5.0805
199376584 nan 1.2707 4.8648 nan 6125.0 4.2944
199384061 nan 0.5651 0.6753 nan 3958.0 4.6809
199418549 nan 0.3109 7.9010 nan 3112.0 4.9138
199443880 nan 0.7311 3.0761 nan 4861.0 4.6083
199445337 nan 0.3307 0.6110 nan 3234.0 4.8932
199450060 nan 0.3371 0.7538 nan 3298.0 4.8867
199459496 nan 1.5234 5.8212 nan 6130.55 4.1369
199496274 nan 0.3464 3.7339 nan 3331.0 4.8775
199499137 nan 8.6201 3.3667 nan 4635.0 NaN
199499736 nan 0.1827 0.5691 nan 3098.0 5.0971
199503667 nan 0.8639 4.6440 nan 5581.78 4.5608
199504947 nan 0.9065 3.8634 nan 5727.0 4.5328
199522237 nan 0.6864 6.1490 nan 4445.0 4.6075
199524145 nan 1.1895 5.9271 nan 5304.0 NaN
199524743 nan 0.9951 5.5668 nan 5778.0 4.4577
199524888 nan 0.8402 5.6051 nan 5465.0 4.5693
199547911 nan 0.7805 0.5055 nan 4482.0 4.5003
199549116 nan 2.6339 1.5921 nan 7757.0 nan
199550243 nan 0.5043 13.1405 nan 3613.0 4.7337
199571279 nan 0.9749 3.2987 nan 5675.0 4.4641
199571528 nan 0.3588 11.5956 nan 3419.0 4.8654
199572032 nan 0.5749 5.0193 nan 3690.0 4.6725
199573075 nan 0.3869 5.0890 nan 3406.0 4.8388
199573123 nan 0.2201 0.9173 nan 3154.0 5.0299
199574208 nan 0.3180 0.6344 1.2684 3214.0 4.9064
199574211 nan nan 0.6342 1.2684 nan NaN
199608168 nan 11.0726 1.5530 nan 4755.0 NaN
199608344 nan 0.9104 0.7139 nan 5642.3 NaN
199608520 nan 0.4360 13.9698 nan 3537.0 4.7941
199608594 nan 1.2780 4.0123 nan 6023.0 4.2742
199610331 nan 2.2612 6.0690 nan 5970.0 3.7692
199610766 nan 0.3524 6.3935 nan 3485.0 4.8716
199610813 nan 0.2661 3.7910 nan nan NaN
199610815 nan 1.2869 3.8071 nan 5826.0 4.2402
199612029 nan 0.9802 3.7569 nan 4514.0 4.3067
199612934 nan 2.1249 0.3007 nan 6802.12 3.9477
199612990 nan 10.7637 2.5731 nan 4791.0 NaN
199617744 nan 1.6721 2.3071 nan 6685.0 4.1423
199629306 nan 0.4923 4.0218 nan 3284.0 4.7442
199631856 nan 7.8791 3.6098 nan 4787.0 NaN
199632128 nan 1.1292 4.6034 nan 5984.0 4.3739
199633652 nan 0.8330 5.6697 nan 5140.0 4.5348
199634258 nan 0.3588 5.4746 nan 3407.0 4.8654
199634926 nan 955.8473 9.9413 136.0000 nan NaN
199660910 nan 39.7964 4.8096 nan 4194.0 NaN
199661489 nan 0.2130 10.6231 nan nan 5.0512
199661915 nan 1.8060 1.9123 nan 6719.0 4.0800
199662929 nan 3.1822 1.1506 nan 5930.0 3.4660
199663151 nan 4.3717 0.1383 nan 6856.0 NaN
199666243 nan 10.7885 4.6355 nan 4875.0 NaN
199666369 nan 0.0140 5.4816 nan nan NaN
199666719 nan 149.4180 13.2615 158.0000 nan NaN
199667047 nan 0.3085 4.0662 nan 3306.0 4.9164
199667131 nan 0.5648 0.6484 nan 4044.33 NaN
199667467 nan 0.7474 14.3793 nan 4486.0 4.5361
199667470 nan 1.0517 4.0619 nan 5688.0 4.3986
199667851 nan 1.5260 0.5452 nan 7095.0 4.2680
199682037 nan 1.4415 0.1483 nan 5615.0 NaN
199682253 nan 1.3981 3.1693 nan 6585.0 4.2840
199682498 nan 1.3595 12.2597 nan 6017.0 4.2178
199683843 nan 1.0261 1.2441 nan 5647.0 4.4165
199684036 nan 0.1890 0.4555 nan 3078.0 5.0846
199685322 nan 0.9244 0.3110 nan 5724.0 4.5154
199685781 nan 2.5059 0.1656 nan 5767.0 3.6542
199685885 nan 0.5417 1.0932 nan 3844.0 4.7011
199685989 nan 1.0019 8.9649 nan 5017.0 4.3571
199688293 nan 1.3545 0.8095 nan 5623.0 4.1728
199688472 nan 1.4606 2.8765 nan 5786.0 4.1252
199710127 nan 0.2673 4.9911 nan 3300.0 4.9639
199711520 nan 2.8024 0.2906 nan 6149.0 3.6101
199713440 nan 0.7783 6.9655 nan 4442.0 4.4984
199714004 nan 0.6402 5.5354 nan 3879.0 4.6176
199714343 nan 0.3584 1.3782 nan 3464.0 4.8658
199714345 nan 0.2404 13.2561 nan 3269.0 4.9995
199715706 nan 0.4960 0.7354 nan 3386.0 4.7409
199716496 nan 1.6001 0.5228 1.0458 5764.0 4.0434
199734467 nan 2.4588 3.0933 nan 6138.0 3.7211
199743604 nan 0.3107 3.5599 nan 3329.0 4.9140
199752613 nan 1.2741 0.8387 nan 8678.0 nan
199780506 nan 0.5435 5.1781 nan 3786.0 4.6996
199820472 nan 0.2950 0.1671 nan nan 4.9552
199826389 nan 18.6653 3.6923 nan 4569.0 NaN
199870836 nan 0.5113 2.4335 nan 3506.0 4.7275
199887217 nan 2.0417 0.7803 nan 7102.67 4.0167
200105910 nan 0.2533 2.5927 nan 3265.0 4.9819
200181351 nan 2.1229 0.1818 nan 5633.0 3.7842
200208658 nan 0.6910 4.9703 nan 4243.0 NaN
200230198 nan 9.3055 0.9702 nan 5040.0 NaN
200230413 nan 0.2314 0.9887 nan 3063.0 5.0125
200254249 nan 1.5081 4.3376 nan 6203.0 4.1567
200280752 nan 1.5237 8.8018 nan 6801.0 4.2366
200297691 nan 4.7214 3.4734 6.9790 5329.0 NaN
200322593 nan 0.1971 0.7258 nan 3130.0 5.0691
200324389 nan 1.3453 6.7773 nan 6612.0 4.3203
200326108 nan 1.1456 4.4032 nan 5810.0 NaN
200339945 nan 0.7823 3.8791 nan 5124.0 4.5858
200340257 nan 0.4044 1.1479 nan 3206.0 4.8226
200362199 nan 0.5030 3.2909 nan 3414.0 4.7348
200363295 nan 0.8701 0.3765 0.3766 5257.0 4.5132
200364466 nan 0.4584 0.6159 nan 3340.0 4.7740
200368439 nan 0.6679 3.5941 nan 3746.0 4.5950
200375020 nan 0.8033 0.5181 nan 4941.0 4.5368
200384712 nan 0.2765 0.7509 nan 3155.0 4.9527
200385493 nan 0.3020 3.2864 nan 3742.0 4.9235
200386263 nan 2.1418 0.6225 nan 6736.0 3.9349
200387104 nan 1.5384 4.0802 nan 5955.6 4.1013
200397555 nan 0.8424 2.7582 nan 5020.0 4.5061
200440270 nan 1.9066 1.0789 nan 8123.0 nan
200441008 nan 1.0135 9.8234 nan 5870.0 4.4518
200441011 nan 0.6294 6.2846 nan 3630.0 4.6266
200460091 nan 0.7735 8.1304 nan 4848.0 4.5588
200477842 nan 52.3151 5.4043 nan 3859.86 NaN
200525363 nan 0.4446 7.5581 nan 3330.0 4.7864
200603695 nan 0.4983 0.4197 nan 3488.0 4.7389
200624064 nan 6.0760 0.1911 0.1911 8527.0 nan
200639711 nan 10.0149 4.8311 nan 5060.0 NaN
200657905 nan 2.2229 0.1117 nan 7132.0 3.9456
200668936 nan 0.4624 2.0020 nan 3196.0 4.7705
200700661 nan 0.2230 2.2271 nan nan 5.0385
200735346 nan 69.5884 8.5015 nan 3770.0 nan
200740049 nan 0.3249 0.5656 nan 2949.0 4.8991
200742149 nan 0.7722 9.3734 nan 5267.0 4.6168
200745591 nan 0.1570 0.2276 nan 2885.0 5.1555
200767965 nan 0.5506 24.9184 nan 3529.0 4.6934
200769811 nan 0.3417 0.3693 nan 3197.0 4.8821
200771597 nan 0.9541 2.9315 nan 3746.0 4.2271
200779572 nan 0.7988 9.7181 nan 5229.0 4.5825
200783031 nan 0.7313 3.1540 nan 3990.0 4.5022
200784643 nan 0.7390 2.6767 nan 4291.0 4.5269
200787827 nan 3.6834 1.4556 nan 5095.0 NaN
200790342 nan 0.3107 0.7062 nan 3098.0 4.9141
200806186 nan 0.6400 5.4693 nan 3653.0 4.5500
200851498 nan 0.3311 5.6809 nan 3280.0 4.8928
200858497 nan 0.8792 7.1194 nan 5639.32 4.5499
200859081 nan 1.0186 7.7617 nan 5632.0 4.4221
200955016 nan 102.8422 7.9105 nan nan NaN
200999214 nan 0.3954 3.5816 nan nan NaN
201098189 nan 80.5390 9.4287 89.0000 nan nan
201106415 nan 1.6232 0.7282 nan 6894.77 4.1934
201114321 nan 0.3648 0.4450 nan 3236.0 4.8596
201175420 nan 0.4142 12.4800 nan 3522.0 4.8137
201186294 nan 0.4653 10.1506 nan 3455.0 4.7680
201226029 nan 0.2509 0.9072 nan 2948.0 4.9851
201230466 nan 8.9305 2.7307 nan 4838.0 NaN
201231633 nan 1.0965 5.0690 nan 6118.0 4.4187
201233593 nan 2.5994 2.7747 nan 6927.0 3.7873
201234655 nan 13.0105 0.5210 nan 4635.0 NaN
201235367 nan 1.2868 4.2459 nan 5611.0 NaN
201244425 nan 0.4721 7.1586 nan 3544.0 4.7619
201248233 nan 0.2924 8.0217 nan 3284.0 4.9341
201248411 nan 0.7644 12.6384 nan 4486.0 4.5165
201250285 nan 3.7160 12.9797 nan 5400.0 NaN
201251167 nan 0.2132 3.6460 nan 3205.0 5.0411
201251679 nan 1.5682 11.3794 nan 5848.0 NaN
201252550 nan 0.7579 6.1413 nan 4537.0 4.5301
201252826 nan nan 1.0105 nan nan NaN
201286958 nan 1.1710 0.1706 nan 5686.0 4.3053
201289286 nan 0.2960 2.7202 nan 3206.0 4.9302
201292296 nan 0.4766 2.5429 nan 3379.0 4.7579
201293780 nan 1.2262 0.4689 nan 5962.0 4.2984
201307948 nan 0.1588 0.8722 nan 2825.0 5.1510
201332810 nan 0.6771 7.7446 nan 4032.0 4.5761
201354184 nan 2.4763 1.4040 1.4034 6806.7 3.8178
201357685 nan 1.7461 3.4373 nan 4522.11 NaN
201414592 nan 10.5439 6.4322 nan 4713.0 NaN
201418245 nan 19.5152 3.8705 nan 5055.0 NaN
201426753 nan 0.5585 1.7121 nan 3729.0 4.6866
201467079 nan 0.1240 2.6369 nan 2843.0 5.2491
201467153 nan 0.1995 0.2600 nan 3150.0 5.0648
201468889 nan 0.2920 5.5223 nan nan 4.9594
201510150 nan 48.8425 5.2582 nan 3909.0 NaN
201514279 nan 0.4138 1.9860 nan 3471.0 4.8141
201519103 nan 10.7811 1.3256 nan 4685.9 NaN
201641317 nan 1.8565 0.4564 nan 5857.0 3.9260
201688405 nan 0.1287 0.6925 nan 2821.0 5.2347
201730394 nan 0.3601 0.3404 nan 3346.0 4.8642
201732264 nan 0.9769 5.2917 nan 6055.18 4.5114
201739257 nan 95.0424 16.7008 nan 3712.0 NaN
201740961 nan 0.7152 0.7947 nan 4218.0 4.5488
201741934 nan 0.8846 3.4500 nan 5352.0 4.5107
201745165 nan 1.7175 0.2652 nan 8274.0 nan
201747686 nan 1.3418 0.6728 nan 6233.0 NaN
201751726 nan 0.2480 0.5730 nan nan 5.0075
201752612 nan 0.1590 0.3585 nan nan 5.1255
201753428 nan 0.6053 1.6009 nan 3518.0 4.6468
201789285 nan 0.2392 0.1516 nan 2864.0 5.0012
201792346 nan 0.1602 3.1098 nan 2967.0 5.1474
201793781 nan 1.1215 15.8938 nan 5711.7 4.3471
201794109 nan 0.2150 0.1691 nan 3140.0 5.0382
201795342 nan 8.7143 3.0662 nan 5058.0 NaN
201795667 nan 0.5046 1.2816 nan 3313.0 4.7334
201795716 nan 0.7726 12.0500 nan 4972.0 4.5760
201795992 nan 1.1911 0.1987 nan 5808.0 4.3032
201796819 nan 0.9553 0.1427 0.1427 nan NaN
201799091 nan 1.1042 4.1558 nan 6167.3 4.4239
201799244 nan 15.9069 4.1901 nan 4618.6 NaN
201857950 nan nan 0.4904 nan nan NaN
201858667 nan 0.5749 3.6626 nan 3328.0 4.6725
201860785 nan 0.2775 4.5430 nan 3330.0 4.9514
201860787 nan 0.2741 1.1940 nan 3320.0 4.9556
201861769 nan 0.3193 0.8648 nan 3134.0 4.9050
201878287 nan 0.1853 0.4692 nan 2993.0 5.0919
201879471 nan 0.4796 3.2021 nan 3587.0 4.7553
201879969 nan 0.6327 12.3775 nan 3876.0 4.6239
201883033 nan 0.8011 2.6209 nan nan NaN
201884817 nan 2.9678 4.1953 nan 6702.0 3.6455
201897172 nan 0.5859 7.3822 nan 3365.0 4.6631
201897406 nan nan 3.4998 nan nan NaN
201898220 nan 0.4243 0.5676 nan 3106.0 4.8045
201898222 nan 0.3283 0.2228 nan 3080.0 4.8957
201898339 nan 0.2238 0.5880 nan 3093.0 5.0240
201919099 nan 0.7916 7.2880 nan 4194.0 4.4606
201920975 nan 0.1749 5.2699 nan 2968.0 5.1136
201923913 nan 2.8223 2.3083 nan 5231.0 NaN
201929047 nan 0.2236 0.7369 nan 3024.0 5.0244
201938513 nan 0.5754 10.3404 nan 3494.0 4.6722
202054218 nan 0.3933 5.3778 nan 3153.0 4.8328
202137752 nan 0.1831 0.6425 nan 2948.0 5.0962
202148345 nan 3.4862 1.9369 nan nan nan
202152389 nan 2.6007 5.2270 nan 6432.0 3.7215
202227479 nan 1.8345 0.3948 nan 7166.0 nan
202276965 nan 0.9795 8.0832 nan 5750.0 4.4689
202292236 nan 0.2707 0.6368 nan 3265.0 4.9597
202293038 nan 12.7938 2.0712 nan 4746.11 NaN
202294321 nan 13.1257 1.5913 nan 4936.0 NaN
202295392 nan 3.6999 1.8337 7.3282 5536.0 NaN
202299495 nan 2.7328 0.3715 nan 6879.0 3.7392
202300180 nan 0.4249 4.7025 nan 3345.0 4.8040
202352637 nan 1.4768 5.0464 nan 5912.0 4.1312
202357491 nan 0.7728 5.1547 nan 4613.0 4.5252
202363952 nan 2.4010 2.7593 nan 6324.0 3.7742
202364425 nan 0.5076 5.2801 nan 3618.0 4.7308
202368027 nan 1.3477 5.3310 nan 6687.0 4.3300
202371935 nan 0.2588 5.5838 nan 3127.0 4.9747
202381829 nan 0.8455 4.5424 nan 5359.0 4.5523
202385457 nan 1.6044 0.7786 nan 7060.0 4.2208
202409832 nan 0.2022 4.0314 nan 3053.0 5.0599
202420264 nan 0.0077 14.2114 nan nan NaN
202420836 nan 1.8309 0.3174 nan 6030.0 3.9619
202423826 nan 0.7824 6.5652 nan 4841.0 4.5488
202424768 nan 0.8385 6.4659 nan 5198.0 4.5355
202425259 nan 0.9139 6.7388 nan 5789.0 4.5333
202425640 nan 0.7860 5.4931 nan 4467.0 4.4923
202426247 nan 0.9298 4.5171 nan 5668.04 4.5056
202427220 nan 0.9064 0.7836 nan 4029.0 4.3228
202427680 nan 105.2480 14.7484 nan 3567.0 NaN
202428362 nan 0.4210 6.8508 nan nan 4.8573
202439753 nan 7.6886 4.0348 nan 4964.0 NaN
202441513 nan 1.0852 3.0259 nan 6220.0 4.4459
202443380 nan 2.1865 0.5395 nan 7498.0 nan
202466467 nan 0.9585 8.8133 nan 5055.0 4.3992
202466623 nan 0.1010 3.2349 nan 34310.0 6.1015
202467001 nan 0.6119 5.2178 nan 4801.0 4.7546
202467023 nan 1.6042 5.4605 nan 6514.0 nan
202489391 nan 0.2521 5.0316 nan 3313.0 4.9834
202489958 nan 0.4073 3.0169 nan 3533.0 4.8200
202490649 nan 0.9778 10.7522 nan 5807.0 4.4746
202490797 nan 2.9229 0.8473 nan 7457.0 nan
202491017 nan 0.1443 2.2586 nan 2955.0 5.1889
202491864 nan 10.9395 0.3558 nan 4581.0 NaN
202503855 nan 1.2216 1.1792 nan 6455.0 4.3815
202504052 nan 0.6695 0.3934 nan 4196.0 4.6035
202505213 nan 0.2456 3.3410 nan 3262.0 4.9923
202505374 nan 19.3068 4.5924 nan 4313.52 NaN
202506044 nan 10.2136 4.0783 nan 5143.0 NaN
202507376 nan 0.2054 0.1678 nan nan NaN
202509019 nan 1.0275 5.6829 nan 5646.0 4.4154
202509442 nan 1.2115 5.9395 nan 5185.0 4.2159
202511303 nan 2.0561 5.1047 nan 6421.0 nan
202513864 nan 71.4545 7.7613 nan nan NaN
202550762 nan 0.2051 1.9021 nan 3007.0 5.0549
202593310 nan 0.3375 0.7274 nan nan 4.8864
202601061 nan 0.9029 0.3306 nan 5610.0 4.5237
202739600 nan 0.5932 4.4129 nan 3601.0 4.6570
202900083 nan 1.3256 0.7868 nan 6737.0 4.3507
202928272 8.9 0.8205 5.3856 nan 5401.0 4.5830
202929684 nan 0.3128 0.9139 nan 3205.0 4.9118
202951068 nan 21.3038 9.2342 nan 4672.0 NaN
202954912 nan 1.1578 2.7279 nan 6223.72 nan
202979290 nan 10.5589 3.1911 nan 4776.0 NaN
203036339 nan 0.5009 0.6284 nan 3196.0 4.7366
203051199 nan 169.0650 2.3058 nan 6331.2 NaN
203057899 nan 0.4678 12.8193 nan 3471.0 4.7657
203134257 nan 1.4804 0.5627 nan 7242.0 4.3090
203142077 nan 0.5781 13.0169 nan 3622.0 4.6698
203149144 nan 1.6533 7.8516 nan 5897.0 4.0312
203151820 nan 0.5647 0.4589 nan 4243.45 NaN
203193461 nan 0.4287 0.3344 nan 3275.0 4.8006
203358933 nan 4.2781 1.8415 nan 5035.83 NaN
204291947 nan 0.8898 6.7163 nan 4887.0 4.4425
204322922 nan 0.9381 5.3230 nan 5634.0 4.4936
204329349 nan 0.7660 10.1942 nan 5169.0 4.6116
204351364 nan nan 0.9280 nan nan NaN
204375878 nan 0.8116 6.7896 nan 4891.0 4.5224
204376737 nan 0.8177 0.6724 nan 5380.72 4.5814
204418363 nan 0.6415 10.8543 nan 4250.0 4.6433
204441916 nan 3.0253 6.3487 nan 4996.0 NaN
204446454 nan 1.1835 11.6923 nan 5750.0 4.3046
204449384 nan 2.2429 2.9157 nan 5786.0 3.7535
204450571 nan 0.2432 1.5674 nan 3222.0 4.9956
204497617 nan 1.3743 0.7944 nan 6323.0 4.2588
204499489 nan 17.2364 1.5704 nan 4534.0 NaN
204500565 nan 3.2379 0.1085 nan nan nan
204544515 nan 0.2350 2.2488 nan 3261.0 5.0073
204571061 nan 1.6151 0.8924 nan 6755.0 4.1813
204613785 nan 1.8352 1.0041 nan 6920.0 4.0897
204614426 nan 1.3668 0.5814 nan 6600.0 4.3065
204641144 nan 0.8677 10.8802 nan 5500.0 4.5459
204669366 nan 0.1873 10.2281 nan 3085.0 5.0879
204875350 nan 0.6258 0.3852 nan 3801.0 4.6296
204875363 nan 0.2856 0.4376 nan 3180.0 4.9420
204875374 nan 0.4212 0.4374 nan 3200.0 4.8073
204901508 nan 1.5531 0.6474 nan 5683.0 4.0604
205098050 nan 1.1679 5.0270 nan 3837.0 4.0734
205106599 nan 1.4307 2.9484 nan 4302.0 NaN
205461071 nan 1.4620 0.9254 nan 6782.0 4.2710
206283441 nan 0.1905 0.6454 nan 3020.0 5.0816
206327047 nan 0.3667 5.7208 nan 3458.0 4.8578
206327795 nan 0.7464 0.1119 nan 4001.0 4.4846
206327797 nan 0.5753 0.1119 nan 3290.0 4.6722
206353405 nan 0.7303 2.4565 nan 5697.0 4.7154
206358152 nan 0.3628 1.0426 nan 3297.0 4.8616
206385626 nan 1.5265 0.9959 nan 6082.0 4.1276
206403004 nan 0.4728 1.2830 nan 3312.0 4.7613
206435662 nan 0.7497 2.7315 2.7167 4902.0 4.5914
206462125 nan 0.1470 13.7455 nan 50000.0 5.8024
206462606 nan 0.7832 20.4102 nan 4990.2 4.5694
206465936 nan 0.3454 8.9699 nan 3283.0 4.8784
206466531 nan 1.3342 10.6956 nan 6364.3 4.2914
206469064 nan 1.2767 10.3540 nan 5827.06 NaN
206469812 nan 0.3204 4.6192 nan 3383.0 4.9039
206470944 nan 2.5134 1.7314 nan 6849.0 3.8084
206473269 nan 0.9360 8.8149 nan 5834.19 NaN
206478549 nan 0.4481 0.4253 nan 3143.0 4.7832
206485358 nan nan 10.9949 nan nan NaN
206486350 nan 1.1234 6.2830 nan 6056.6 4.3897
206491478 nan 0.9250 10.9208 nan 5279.0 4.4648
206500312 nan 11.9996 5.6600 nan 5105.0 NaN
206502540 nan nan 0.1666 nan nan NaN
206506936 nan 4.1084 4.3425 nan 6064.0 3.2638
206536202 nan 2.5998 4.2485 nan 6281.13 3.6981
206537793 nan 0.4904 1.5200 nan 3333.0 4.7458
206542524 nan 0.2623 1.1013 nan 3168.0 4.9702
206544316 nan 0.4612 0.3217 nan 3237.0 4.7716
206548902 nan 0.4652 6.8302 nan 3646.0 4.7680
206556127 nan 1.0456 2.1999 nan 3954.0 4.1917
206589841 nan 8.9235 0.4684 nan 5219.0 NaN
206592394 nan 0.8833 3.4513 nan 5597.0 4.5415
206594461 nan 12.0600 3.6992 nan 4824.0 NaN
206609630 nan nan 4.0431 nan nan NaN
206610378 nan 0.8494 0.1546 nan 5448.0 4.5575
206610657 nan 0.2362 0.3179 nan 3029.0 5.0056
206623351 nan 0.2231 0.2491 nan 2955.0 5.0252
206624740 nan 0.3430 9.0675 nan nan 4.9069
206649739 nan 0.2640 11.3043 nan 3145.0 4.9681
206669623 nan 0.5300 8.1846 nan nan 4.7480
206684894 nan 54.8648 2.0675 nan 4326.0 NaN
206685089 nan 10.4973 5.3044 nan 4967.09 NaN
206686962 nan 0.6924 10.2322 10.3000 4617.31 4.6206
206695963 nan 0.3219 0.2895 nan 3130.0 4.9022
206704467 nan 0.4836 10.0676 nan 3357.0 4.7518
206717123 nan 11.2070 12.6587 nan 5173.0 NaN
206717828 nan 1.1538 12.1715 nan 5574.5 4.3050
206736720 nan 0.3610 12.5972 nan nan 4.8893
206854339 nan 0.2269 1.8827 nan 3065.0 5.0193
206885166 nan 0.2277 7.6271 nan 3023.0 5.0182
206901468 nan 0.3504 6.2445 nan 3122.0 4.8735
207080123 nan 0.3697 1.1407 nan 3288.0 4.8550
207082763 nan 0.4762 0.8505 nan 3387.0 4.7583
207085716 nan 3.3089 3.5470 nan 6401.56 3.5059
207085743 nan 0.1470 0.4239 nan 50000.0 5.8024
207108993 nan 0.4527 10.5882 nan 3395.0 4.7792
207109345 nan 1.0553 0.1208 nan 5574.0 NaN
207132076 nan 0.9655 1.7318 nan 4197.0 4.2881
207133860 nan 0.7693 2.4145 nan 5200.0 4.6103
207136930 nan 1.8026 0.7750 nan 6957.57 4.1081
207137189 nan 0.6045 11.7054 nan 3832.0 4.6474
207138379 nan 0.3197 0.4933 nan 3059.0 4.9046
207140650 nan 0.6780 2.0948 nan 3688.0 4.5870
207141880 nan 2.6027 0.7661 nan 6898.0 3.7833
207142605 nan 0.4313 0.5685 nan 3305.0 4.7982
207144018 nan 0.7171 13.7007 nan 4132.0 4.5399
207144580 nan 24.4085 3.1564 nan 4379.0 NaN
207147334 nan 0.5091 4.3525 nan 3707.0 4.7294
207148580 nan 0.2201 0.5019 nan 3158.0 5.0299
207149599 nan 2.5665 0.9869 nan 6857.86 nan
207149774 nan 136.2890 23.4181 nan 3283.0 NaN
207169757 nan 0.3965 0.9585 nan 3126.0 4.8299
207171025 nan 0.1860 0.6802 nan 3019.0 5.0905
207171578 nan 3.6132 6.8473 nan 6352.0 3.4227
207171929 nan 0.2889 0.1659 nan 3396.0 4.9382
207172859 nan 0.2303 1.5929 nan 3074.0 5.0142
207199350 nan 0.6699 5.8704 nan 3934.0 4.5935
207202125 nan 2.3508 3.6708 nan 4814.9 NaN
207202159 nan 9.8150 1.4996 nan 5210.0 NaN
207203147 nan 1.5895 3.1578 nan 6220.0 4.1147
207205231 nan 178.3970 3.6666 158.0000 3565.0 NaN
207205915 nan 2.5743 2.7485 nan 6098.0 3.6774
207208685 nan 25.1780 2.1606 nan 4313.0 NaN
207234477 nan 0.2847 10.7576 nan 3268.0 4.9430
207236625 nan 0.7055 8.2362 nan 4999.0 4.6601
207238086 nan 0.2011 0.4605 nan 3160.0 5.0618
207238791 nan 0.1347 9.8430 nan 2830.0 5.2166
207241679 nan 9.2157 2.7289 nan 4904.0 NaN
207251309 nan 0.2807 1.2673 nan 3266.0 4.9477
207271395 nan 0.5752 2.7254 nan 3727.0 4.6723
207306050 nan 0.3202 2.8625 nan 3103.0 4.9041
207339690 nan 0.1987 1.1935 nan 3157.0 5.0663
207343478 nan 0.9987 6.1797 nan 5762.0 4.4525
207363233 nan 16.5322 0.5007 nan 4633.0 NaN
207386347 nan 8.1854 11.7812 65.0000 4613.0 NaN
207390817 nan 0.6067 10.9540 nan 4376.76 4.7046
207393040 nan 0.4431 10.1160 nan 3511.0 4.7877
207393382 nan 1.3684 2.3951 nan 6709.0 4.3210
207393709 nan 16.6392 2.3472 nan 4576.0 NaN
207394648 nan 1.0235 4.5719 nan 5786.0 4.4341
