# TIC   vsini   r   prot_ls   prot_cat   temperature   logg
207394876 nan 0.9337 4.2836 nan 4880.0 4.4008
207394908 nan 0.5045 0.6504 nan 3439.0 4.7334
207396766 nan 0.7315 5.6739 nan 4737.0 4.5905
207399551 nan 0.2780 2.1629 nan 3242.0 4.9509
207402735 nan 0.3512 0.2528 nan 3427.0 4.8728
207408125 nan 0.4442 6.7531 nan 3543.0 4.7867
207427971 nan 0.8726 4.3117 nan 5555.7 4.5472
207431901 nan 0.3411 2.6983 nan 3207.0 4.8828
207435026 nan 87.7803 24.0424 nan 3740.0 NaN
207435297 nan 0.3088 0.8175 nan nan 4.9161
207435500 nan 1.6609 0.1312 nan 7404.0 4.2253
207435614 nan 0.1781 1.0937 nan 3005.0 5.1067
207435783 nan 1.7053 0.7307 nan 6787.43 4.1382
207436278 nan 0.4580 1.9856 nan nan 4.8042
207440298 nan 1.3815 5.1324 nan 6070.7 NaN
207440592 nan 0.4293 0.2691 nan 3449.0 4.8001
207441421 nan 0.6561 5.6412 nan 3695.0 4.6046
207458362 nan 20.1613 4.4965 nan 4976.0 NaN
207462862 nan 64.6218 14.0858 nan 3758.0 NaN
207465038 nan 1.0174 5.6082 nan 5591.56 4.4178
207466598 nan 1.0626 12.5966 nan 6016.0 nan
207467034 nan 1.0681 5.7077 nan 5914.0 nan
207489846 nan 0.8188 8.1452 nan 5215.61 4.5611
207490896 nan 1.5946 0.4489 nan 7267.0 4.2476
207491208 nan 0.5281 5.1241 nan 3600.0 nan
207492082 nan 0.3375 2.9320 nan 3549.0 nan
207493152 nan 1.5501 1.6602 nan 6100.02 4.1181
207493501 nan 0.4001 6.1674 nan 3362.0 4.8266
207495364 nan 0.8782 5.5911 nan 4152.0 nan
207497114 nan 1.0470 4.2164 nan 5949.0 nan
207498431 nan 0.6248 5.9453 nan 3700.0 4.6304
207500373 nan 1.2861 4.1153 nan 6159.0 4.2877
207502952 nan 0.9728 5.4233 nan 5328.0 4.4253
207504899 nan 2.4802 1.7306 nan 6657.0 3.7961
207669786 nan 1.1873 2.4694 nan 6356.0 nan
208977225 nan 1.5429 2.8730 nan 5900.0 nan
209291266 nan 0.6905 1.0707 nan 3412.0 4.5771
209366972 nan 0.2408 0.5254 nan 3203.0 4.9990
209393544 nan 0.1800 0.4205 nan 31000.0 5.5996
209406565 nan 2.0234 6.0580 nan 6385.78 nan
209431286 nan 0.4098 0.2942 nan 3127.0 4.8177
209450642 nan 0.9719 7.8424 nan 3986.0 nan
209460286 nan 0.5471 8.8911 nan 3537.0 4.6965
209460324 nan 0.8796 13.2535 nan 6070.0 nan
209463384 nan 0.2527 0.2561 nan 2995.0 nan
209471434 nan 3.0405 0.0999 nan 6087.0 3.5291
210207652 nan 0.4315 3.1358 nan 3442.0 nan
210259457 nan 1.5986 2.0082 nan 6139.0 4.0962
210268871 nan 1.6415 4.4594 nan 7230.0 nan
210436625 nan 108.0390 12.1028 nan 3159.0 nan
210497010 nan 1.2546 0.4917 nan 6433.0 4.3550
210514156 nan 2.4456 10.3953 nan 6546.0 3.7916
210516792 nan nan 5.7327 nan nan NaN
210541258 nan 1.2788 2.6120 nan 5879.0 4.2538
210577071 nan 1.1815 1.8599 nan 4617.0 4.1565
210636260 nan 2.1898 0.4344 nan 8084.0 nan
210845898 nan 1.3962 1.1185 nan 6378.0 4.2520
211021368 nan 3.0868 0.5168 nan 5685.0 NaN
211116547 nan 0.5280 0.6383 nan nan nan
211143017 nan 1.2035 2.3060 nan 5167.0 4.2167
211170874 nan 0.6380 1.8274 nan 3767.0 nan
211237621 nan 1.1344 4.3641 nan 4444.0 4.1711
211237627 nan 1.1152 4.3740 nan 4143.0 nan
211310047 nan 2.0649 1.2977 nan 5613.0 nan
211333744 nan 0.7575 18.1039 nan 4977.0 nan
211350188 nan nan 1.6337 nan nan nan
211354464 nan nan 0.2822 nan nan nan
211378474 nan 1.0790 4.6558 nan 5450.0 4.3498
211409918 nan 1.5830 12.3999 nan 6236.0 4.1219
211414575 nan 0.1330 0.4152 nan nan 5.1864
211432564 nan 0.4317 6.4189 nan 3465.0 4.7979
211433156 nan 0.8013 8.3151 nan 5049.0 nan
211438898 nan 0.1380 0.8209 nan nan nan
211446759 nan 10.3882 1.7714 nan 4948.18 nan
211459804 nan 0.9233 2.6920 nan 4307.0 4.3334
211517152 nan 0.8284 10.9476 nan 4909.0 nan
211594676 nan 36.2740 2.7110 nan 4265.16 NaN
211609345 nan 1.8394 3.3586 nan 6754.0 4.0683
211679194 nan 1.2472 2.7149 nan 5573.0 4.2374
211745140 nan 32.9716 5.4096 nan nan NaN
212044820 nan nan 0.6846 nan nan NaN
212201942 nan 1.2502 3.5666 nan 5502.0 4.2309
212250653 nan 10.9813 6.0221 nan 4704.0 nan
212251021 nan 0.8100 4.1472 nan 5212.0 nan
212252042 nan 0.8773 0.1427 nan 5475.0 4.5340
212257896 nan 1.3804 7.2541 nan 5650.0 4.1594
212262797 nan 0.9838 1.9218 nan 5223.5 4.4017
212294687 nan 0.8788 14.5186 nan 5483.0 4.5325
212297095 nan 1.1997 0.1034 nan 5849.95 nan
212299538 nan 2.6602 4.8316 nan 5081.0 nan
212319075 nan 0.7346 6.2128 nan 4490.0 nan
212320065 nan 0.3700 1.8692 nan 58450.0 5.0006
212324968 nan 0.7671 8.8147 nan 5048.0 4.5937
212344096 nan 1.2488 11.7812 nan 6046.0 nan
212344482 nan 1.7456 0.7525 nan nan nan
212347841 nan 25.3350 4.1484 nan 4561.0 nan
212352650 nan 2.1214 1.0593 nan 6765.84 3.9459
212352831 nan 1.7987 3.6776 nan 6709.0 4.0820
212353906 nan 1.6968 6.3027 nan 5735.0 nan
212354023 nan 0.9985 2.3316 nan 5424.0 nan
212357244 nan 12.3344 1.9433 nan 4437.8 NaN
212375873 nan 0.3250 1.2193 nan 3231.0 4.8990
212378583 nan 0.2967 2.1271 nan 3223.0 nan
212461524 nan 1.5536 3.5048 nan 4417.0 NaN
212642258 nan 0.2533 2.2467 nan 3006.0 nan
212950659 nan 0.2560 1.1063 nan nan nan
212951170 nan 0.3166 0.2360 nan 3159.0 4.9078
212952763 nan 0.9800 10.6141 nan 5475.0 4.4370
212955961 nan 5.1891 6.0254 nan 5591.0 NaN
212957673 nan 1.8594 2.0954 nan 6118.0 NaN
212958187 nan 0.1768 1.8150 nan 2951.0 nan
212980300 nan 0.1550 0.2468 nan nan nan
213004473 nan 22.5604 13.1314 nan 4644.36 NaN
213009118 nan 0.4291 2.1129 nan 3179.0 4.8002
213010660 nan 2.8459 0.9316 nan 6565.0 3.6638
213034033 nan 0.1800 0.7702 nan 31000.0 5.5996
213036756 nan 0.6147 4.4881 nan 3338.0 4.6388
213041474 nan 0.7382 5.7389 nan 4930.93 4.6102
213041839 nan 1.2982 1.8620 2.2700 6147.0 NaN
213069826 nan 0.3211 3.3553 nan 3377.0 4.9031
213070042 nan 11.3955 5.4841 nan 4602.31 NaN
213102659 nan 1.5004 0.5811 nan 6540.0 4.2160
213240570 nan 1.0426 1.5431 nan 4381.0 4.2407
213240679 nan 0.5246 5.8345 nan 3247.0 4.7159
213471387 nan 0.4557 5.5478 nan 3451.0 4.7764
213476914 nan nan 2.9491 nan nan NaN
213771464 nan 1.7824 1.3210 nan 6230.0 4.0153
213966712 nan 0.5780 1.3551 nan 3400.0 4.6699
214299836 nan 3.5602 0.8711 nan 6292.0 3.4250
214299966 nan 1.5261 1.5281 nan 6181.0 4.1428
214300008 nan 0.9620 0.2388 nan 5804.0 4.4887
214301014 nan 1.3035 6.7737 nan 5057.0 4.1321
214301313 nan 5.1547 1.6857 nan 4772.0 NaN
214365669 nan 0.8576 7.1673 nan 5628.0 4.5715
214368015 nan 13.1057 5.2407 nan 4800.0 NaN
214516789 nan 0.1888 12.8837 nan 2998.0 5.0849
214517415 nan 0.2440 0.3227 nan 3226.0 4.9945
214517426 nan 1.4983 0.3557 nan nan NaN
214659001 nan 10.9610 6.6128 nan 4866.98 NaN
214664015 nan 0.2328 4.5855 nan 3180.0 5.0106
214664426 nan 3.6314 7.8472 nan 5423.0 NaN
214664574 nan 0.9634 5.5652 42.0000 5394.16 NaN
214664575 nan 0.8627 14.7954 nan 5135.0 4.5059
214709620 nan 0.3466 0.1455 nan 3271.0 4.8773
214772274 nan 0.9893 3.1676 nan 5535.0 4.4341
214772358 nan 1.4426 0.3192 nan 6426.4 nan
214781069 nan 1.3139 4.6252 nan nan NaN
214799064 nan 0.5704 7.3916 nan 3554.0 4.6764
214808877 nan 0.6567 2.9660 nan 4021.0 4.6041
214870481 nan 0.6043 3.8264 nan 3458.0 4.6476
214912309 nan 0.2149 0.5285 nan 3178.0 5.0383
214912528 nan 0.5072 0.1988 nan 3718.0 4.7311
214912529 nan 1.0043 7.4948 nan 6067.91 4.4875
214913675 nan 2.4333 6.5111 nan 6428.61 3.7796
214913685 nan 1.4286 1.7608 nan 5914.5 nan
214913715 nan 1.3257 0.1939 nan 5681.0 4.1975
214972970 nan 0.1668 0.8909 nan 2916.0 5.1318
214991065 nan 0.7093 5.1689 nan 4732.0 4.6172
214992269 nan 1.0859 0.1363 nan 4992.4 4.2856
215053453 nan 1.1079 12.2605 nan 5922.0 4.3825
215054743 nan 0.8519 0.2490 nan 5220.0 nan
215113338 nan 52.6194 21.8495 nan 3876.0 NaN
215114682 nan 53.9245 3.6810 nan 4235.0 NaN
215197039 nan 0.5648 2.1296 nan 3542.0 4.6812
215392772 nan 1.0431 6.3843 nan 4118.0 4.2076
215402573 nan 0.2563 1.6872 nan 3227.0 4.9779
215480963 nan 2.5560 5.5073 nan 6568.0 3.7565
216379781 nan 0.4547 0.3291 nan 3448.0 4.7774
217127013 nan 1.9769 0.7392 nan 14065.0 nan
217157387 nan 0.7735 1.3622 nan 5380.0 4.6296
217182385 nan 1.0003 0.3024 nan 3351.0 4.0060
217238602 nan 0.4115 2.5841 nan 3276.0 4.8162
217238635 nan 0.4403 1.1093 nan 3312.0 4.7902
218263393 nan 0.3646 6.6613 nan 3451.0 4.8598
218367096 nan 1.2686 0.9447 nan 6335.0 4.3283
218585950 nan 51.3679 6.2731 nan 4064.0 NaN
218604603 nan 0.3573 15.7696 nan 3400.0 4.8668
218709302 nan 0.2722 1.7257 nan 3119.0 4.9579
218795833 nan 0.3553 0.3165 nan 3324.0 4.8688
218885970 nan 197.8360 6.3572 nan 3376.0 NaN
218886638 nan 4.7820 0.2287 0.2287 6793.0 nan
218887027 nan 0.3370 13.3410 nan nan 4.9121
218911792 nan 0.2520 4.1076 nan nan 5.0048
218963269 nan 0.2480 0.5143 nan 3185.0 4.9890
218973487 nan 0.3219 0.8681 nan 3241.0 4.9022
218978409 nan 11.9261 3.2491 nan 4552.0 NaN
218985069 nan 0.6366 15.1722 nan 3919.0 4.6206
218987263 nan 0.7820 13.5729 nan 4720.0 NaN
219003373 nan 69.0416 12.5552 nan 3969.0 NaN
219003735 nan 1.8392 1.2476 nan 7408.0 4.1372
219004642 nan 0.4009 3.7106 nan 3545.0 4.8258
219007439 nan 0.9318 12.9111 nan 4007.0 4.2960
219010551 nan 0.2148 0.6363 nan 3135.0 5.0385
219011645 nan 0.1682 0.3297 nan 2982.0 5.1284
219013711 nan 0.4862 5.5653 nan 3679.0 4.7495
219014068 nan 1.4213 6.0465 nan 6259.0 4.2180
219015141 nan 0.9554 5.7087 nan 5456.0 4.4568
219016721 nan 0.8951 4.2651 nan 4367.0 4.3687
219018780 nan 2.8486 6.4781 nan 5507.0 NaN
219019501 nan 0.8171 8.5659 nan 4941.0 4.5236
219019609 nan 0.2430 2.2259 nan 3157.0 4.9959
219026654 nan 18.1253 2.5293 nan 4361.0 NaN
219028873 nan 23.0008 1.8871 nan 4305.94 NaN
219034152 nan 1.7128 0.1050 nan 7442.0 4.2024
219035596 nan 0.8375 4.1655 nan 5070.0 4.5205
219037483 nan 1.1387 5.4003 nan 5514.0 4.3111
219037593 nan 0.2108 0.6513 nan 3171.0 5.0450
219038156 nan 1.3213 5.2606 nan 5841.0 4.2189
219038788 nan 0.6962 10.2097 nan 4075.0 4.5587
219040087 nan 0.3260 10.9927 nan nan 4.9225
219041246 nan 0.2924 5.9029 nan 3271.0 4.9342
219085408 nan 1.4917 5.4277 nan 6335.0 4.1887
219085795 nan 0.2963 13.7020 nan nan 4.9298
219088671 nan 2.3363 4.9236 nan 6564.0 3.8349
219090281 nan 9.2125 0.2266 nan 4708.0 NaN
219092860 nan 0.6799 0.1885 nan 4461.0 4.6177
219095273 nan 0.9546 6.0303 nan 5644.0 4.4789
219095664 39.2 0.1442 0.1623 nan nan 5.1892
219096679 nan 0.8124 0.1510 nan 5400.0 4.5908
219097273 nan 0.3933 5.8629 nan 3250.0 4.8328
219099369 nan 1.8686 3.8409 nan 6794.0 nan
219100626 nan 1.6472 0.1481 nan 7485.0 4.2406
219102076 nan 0.6629 5.0078 nan 3997.0 4.5876
219105073 nan 2.1760 0.6613 nan 6971.0 3.9469
219105733 nan 0.2557 1.4096 nan 3277.0 4.9788
219107776 nan 0.4654 20.7737 nan 5149.0 NaN
219108160 nan 42.0114 5.1104 nan 3830.0 NaN
219110898 nan 1.6176 0.3976 nan 7204.0 4.2282
219112414 nan 0.5690 6.4165 nan 3505.0 4.6776
219112871 nan 0.2704 2.3219 nan 3238.0 4.9601
219114035 nan 2.3313 2.7450 nan 8146.0 nan
219117614 nan 0.8318 4.1741 nan 4958.0 4.5119
219117956 nan 0.4536 0.1534 nan 3581.0 4.7783
219123368 nan 0.3373 0.4539 nan 3287.0 4.8865
219126357 nan 2.9899 1.7502 nan 6435.27 3.6007
219142791 nan 0.6549 0.7318 nan nan NaN
219143616 2.19 2.2986 4.4609 nan 5083.42 NaN
219150432 nan 0.2794 5.3228 nan 3339.0 4.9492
219152539 nan 1.0567 1.3342 nan 5185.43 NaN
219152884 nan 1.1274 2.9249 nan 6030.0 4.3831
219154261 nan 0.3640 2.7002 nan 3334.0 4.8604
219155831 nan 0.9543 9.6859 nan 5848.0 4.5040
219163489 nan 0.8515 4.7923 nan 5498.0 4.5599
219164808 nan 2.5621 1.6771 nan 7214.0 3.8304
219166792 nan nan 14.7203 nan nan NaN
219169942 nan 0.4609 4.8587 nan 3506.0 4.7719
219172413 nan 3.2016 4.7644 nan 5115.0 NaN
219173916 nan 1.5189 2.6468 3.3000 5489.0 NaN
219176544 nan 0.3978 1.7099 nan 3320.0 4.8287
219179232 nan 2.2758 0.1521 nan 7109.0 3.9224
219182294 nan 1.9350 3.1229 nan 7424.0 4.0951
219187649 nan 1.2321 5.6998 nan 5500.0 4.2391
219206731 nan 1.5170 0.5532 nan 6971.0 4.2608
219207589 nan 0.6206 1.2460 nan 3953.0 4.6339
219210370 nan 1.1487 5.9229 nan 5787.6 4.3347
219212899 nan 0.8289 4.0419 nan 5217.0 4.5504
219217331 nan 0.3439 0.4339 nan 3111.0 4.8800
219217424 nan 3.0334 2.7136 nan 6682.0 3.6234
219218697 nan 1.2908 2.5455 nan 4851.0 NaN
219219101 nan 0.3230 0.6477 nan 3052.0 4.9012
219221189 nan 0.4097 11.2257 nan 3399.0 4.8177
219223683 nan 0.2581 15.4548 nan 3203.0 4.9756
219226662 nan 0.4006 5.6273 nan 3282.0 4.8261
219228930 nan 0.3676 2.0736 nan 3300.0 4.8569
219229275 nan 0.5132 6.5898 nan 3371.0 4.7259
219230140 nan 0.3183 2.9536 nan 3246.0 4.9060
219231533 nan 0.2940 13.0537 nan nan 4.9566
219234987 nan 1.6696 0.7595 nan 7139.0 4.1942
219239945 nan 0.9927 9.9412 nan 5767.0 4.4572
219240002 nan 0.0125 9.6194 nan nan NaN
219244444 nan 0.1931 0.1519 0.3037 3904.0 5.0766
219246754 nan 0.2008 0.4018 nan 3086.0 5.0624
219248818 nan 10.9325 3.3071 nan 4657.0 NaN
219249241 nan 0.5271 0.2638 nan 3272.0 4.7137
219249305 nan 3.9894 0.4120 0.4120 6740.0 nan
219256433 nan 2.2385 0.4976 nan 6763.0 3.8995
219257563 nan 0.3337 2.3662 nan 3206.0 4.8902
219258986 nan 0.4912 1.5583 nan 3185.0 4.7451
219263859 nan 2.4494 1.3378 nan 6468.0 3.7805
219281257 nan 1.6915 4.9013 nan 6463.43 4.0988
219290316 nan 0.3988 0.5161 nan 3031.0 4.8277
219325965 nan 1.2581 4.8387 nan 5214.0 4.1880
219326123 nan nan 3.6986 nan nan NaN
219327907 nan 285.3600 8.2878 nan 3165.0 NaN
219328784 nan 0.9832 1.9623 nan 4539.0 4.3040
219339932 nan 0.5221 3.2802 nan 3635.0 4.7181
219346965 nan 1.0080 9.6481 nan 6158.0 4.4993
219362332 nan 0.6819 1.5518 nan 5079.0 4.7000
219364774 nan 1.4758 15.4393 nan nan NaN
219367750 nan 1.4858 2.0556 nan 6635.0 4.2371
219369638 nan 4.0074 4.2786 nan 5004.0 NaN
219374573 nan 36.9889 3.1984 nan 4036.0 NaN
219382905 nan 28.5665 2.7908 nan 4265.0 NaN
219389540 nan 1.0163 1.5428 nan 5744.0 4.4369
219395372 nan nan 9.4883 428.0000 nan NaN
219396049 nan 0.5209 2.2280 nan 3329.0 4.7192
219398128 nan 0.4094 1.9465 nan 3417.0 4.8180
219401815 nan 1.2654 6.4078 nan 6192.2 4.3092
219406747 nan 3.9416 7.4768 nan 6021.6 3.2920
219407373 nan 0.3979 12.4404 nan 3365.0 4.8286
219410336 nan 21.3987 6.3492 nan 4562.0 NaN
219414862 nan 2.4743 0.3694 nan 7109.0 3.8498
219419204 nan 0.7939 2.4282 nan 4010.0 4.4378
219420652 nan 11.3522 7.5114 nan 4897.0 NaN
219423316 nan 3.0734 1.1982 nan 6553.0 3.5964
219427489 nan 12.4119 3.1094 nan 5012.0 NaN
219428470 nan 1.2912 1.5869 nan 6077.0 4.2718
219428571 nan 0.3245 6.2113 nan 3170.0 4.8996
219429741 nan 0.7081 8.1032 nan 5349.0 4.7041
219432259 nan 2.7012 0.9272 nan 5581.0 NaN
219432571 nan 0.2988 5.1099 nan 3427.0 4.9270
219433431 nan 143.1210 4.6410 72.0000 3155.0 NaN
219442820 nan 0.3515 0.5892 nan 3258.0 4.8725
219442838 nan nan 2.0622 nan nan NaN
219443066 nan 0.5707 2.1166 nan 3621.0 4.6761
219458231 nan 1.3870 2.1327 nan 6549.0 4.2842
219459937 nan 1.7351 7.9084 nan 7320.0 4.1790
219460569 nan 2.7936 4.9048 nan 6572.51 3.6809
219460801 nan 88.0413 13.5249 nan 3739.0 NaN
219461251 nan 1.3208 2.5028 nan 6418.0 4.3080
219461569 nan 0.6634 3.3847 nan 4032.0 4.5987
219463771 nan 0.2897 1.2303 nan 3276.0 4.9373
219465156 nan 1.6651 4.7078 nan 5581.0 3.9908
219467261 nan 0.2999 2.4483 nan 3237.0 4.9258
219467270 nan 0.9911 3.9004 nan 5805.0 4.4629
219467383 nan 0.8150 5.5107 nan 5347.0 4.5814
219468088 nan 0.3552 14.1726 nan 3284.0 4.8689
219468632 nan 1.1699 3.9219 nan 5826.22 4.3230
219474870 nan 0.8110 5.2505 nan 5558.21 4.6112
219477246 nan 0.2524 2.1623 nan 3322.0 4.9831
219478725 nan 1.0506 5.9809 nan 5952.67 4.4322
219484867 nan 1.7104 0.1606 nan 7329.0 4.1920
219491381 nan 0.6150 12.1812 nan 4012.0 4.6596
219495254 nan 0.5880 11.5348 nan 4112.74 4.7055
219495811 nan 1.6954 0.9126 nan 5267.18 3.9338
219502247 nan 1.0652 8.6217 nan 5698.49 4.3897
219506236 nan 5.5594 0.4750 nan 4823.0 NaN
219512777 nan 0.3903 0.2950 nan 3418.0 4.8356
219512850 nan 8.9583 1.0647 nan 4626.0 NaN
219517559 nan nan 0.1799 0.3598 nan NaN
219518400 nan 0.3791 7.7617 nan 3388.0 4.8461
219519233 nan 0.6836 1.3282 nan 4852.83 4.6655
219579262 nan 0.6924 3.6881 nan 4204.0 4.5769
219592337 nan 0.2565 0.6564 nan 3202.0 4.9777
219594396 nan 1.0227 11.9520 nan 5984.0 4.4604
219677574 nan 0.3397 11.2226 nan 3388.0 4.8841
219697877 nan 71.4176 8.3235 nan 3279.0 NaN
219698333 nan 3.6703 0.1674 nan 7555.0 nan
219698950 nan 0.9131 0.8619 nan 6183.5 4.5889
219701594 nan 5.9860 1.6915 nan 4958.0 NaN
219701848 nan nan 6.3353 nan nan NaN
219705847 nan 1.9500 0.2830 nan 7010.0 4.0455
219709004 nan 1.5212 9.7762 nan 6776.0 4.2360
219726353 nan 0.9268 5.2051 nan 4408.0 4.3430
219729065 nan 2.9213 2.6467 nan 6451.9 3.6239
219730823 nan 7.1799 2.0584 nan 4840.0 NaN
219732543 nan 9.4656 0.7913 nan 4876.0 NaN
219732655 nan 0.2735 6.9552 nan 3278.0 4.9563
219733793 nan 1.8891 5.3499 nan 6358.0 NaN
219739171 nan 0.8744 6.6353 nan 5611.0 4.5516
219739405 nan nan 7.1153 nan nan NaN
219739454 nan 1.0350 5.1174 nan 5776.0 4.4252
219740029 nan 0.4434 4.5486 nan 3488.0 4.7874
219740650 nan 1.0292 5.1667 nan 5505.0 NaN
219742236 nan 0.4659 2.0989 nan 3526.0 4.7674
219747045 nan 0.6882 0.1303 nan 3960.0 4.5790
219750509 nan 1.0274 4.0782 nan 5876.0 4.4416
219751364 nan 0.4023 11.8778 nan 3383.0 4.8245
219752161 nan 1.2992 5.9405 nan 5976.91 4.2513
219755088 nan 1.6665 0.5843 nan 7979.21 4.2782
219755588 nan 1.0100 11.3644 nan 5906.0 4.4588
219755626 nan 0.2323 0.2096 nan 3055.0 5.0112
219756421 nan 0.7019 0.2976 nan 7967.0 nan
219757125 nan 0.3614 9.9869 nan 3343.0 4.8629
219757132 nan 1.2739 12.2686 nan 5934.0 4.2624
219757430 nan 10.9788 3.4232 nan 4676.0 NaN
219759861 nan 0.7811 4.9819 nan 5210.12 4.6006
219762611 nan nan 0.8155 nan nan NaN
219762620 nan 1.8527 5.6831 nan 6492.0 4.0257
219766348 nan 0.1588 0.5481 nan 2970.0 5.1508
219771660 nan 0.9269 2.4026 nan 5229.0 NaN
219771690 nan 0.4896 0.5785 nan 3496.0 4.7465
219771875 nan 8.4349 0.2632 nan 4858.0 NaN
219772712 nan 4.2319 4.4887 nan 4770.14 NaN
219772714 nan 1.2198 3.8411 nan 6138.0 4.3311
219773223 nan 0.2616 0.4436 nan 3171.0 4.9711
219773818 nan 0.1826 1.1354 nan 2994.0 5.0972
219776641 nan 0.4617 9.2698 nan 3396.0 4.7711
219776694 nan 1.6536 5.1220 nan 6255.84 4.0876
219777482 nan 1.0626 5.8388 nan 5965.12 NaN
219779294 nan 0.7985 2.7420 nan 5044.0 4.5583
219780306 nan 0.5601 5.9406 nan 3753.0 4.6853
219780871 nan 2.3712 3.0835 nan 6080.37 3.7443
219785910 nan 2.2255 1.3018 nan 7830.0 nan
219787770 nan 0.3122 0.4198 nan 3210.0 4.9125
219789562 nan 0.6833 6.2936 nan 3735.0 4.5828
219790149 nan 0.3258 21.9992 nan 3233.0 4.8982
219790151 nan nan 1.8546 nan nan NaN
219792161 nan 0.7805 9.0446 18.3100 5011.0 4.5725
219792610 nan 2.4831 3.1638 nan 5953.0 NaN
219793020 nan 0.4032 0.3730 nan 3318.0 4.8237
219795029 nan 0.1940 0.3072 nan 2910.0 5.0750
219795383 nan 24.2079 2.1143 nan 4176.0 NaN
219796423 nan 0.7405 8.8382 nan 4757.0 4.5798
219797811 nan 0.2900 0.3256 nan 3110.0 4.9369
219798137 nan 0.9562 5.5129 nan 5745.0 4.4886
219800534 nan 2.2043 3.2654 nan 6170.0 3.8234
219804674 nan 2.0038 0.5366 nan 7994.0 nan
219805525 nan 0.8677 11.6511 nan 5604.0 4.5574
219806074 nan 0.7893 13.5357 nan 5518.0 4.6298
219806427 nan 0.2951 1.8601 nan 3311.0 4.9311
219807052 nan 0.3434 0.9951 nan 3146.0 4.8804
219807217 nan 0.3305 1.2780 nan 3262.0 4.8934
219810111 nan 0.3256 4.8654 nan 3288.0 4.8984
219812248 nan 0.1630 0.8599 nan nan 5.1213
219814166 nan 41.8897 4.3402 nan 3953.0 NaN
219814336 nan 0.9212 7.4398 nan 4529.0 4.3606
219816151 nan 0.9186 10.7127 nan 5480.0 4.4936
219817506 nan 0.2743 5.9280 nan 3216.0 4.9553
219818112 nan 0.3661 0.7510 nan 3220.0 4.8584
219819617 nan 1.0215 0.2671 nan 4471.0 4.2647
219821654 nan 9.7819 0.4083 nan 4822.0 NaN
219821826 nan 1.1137 5.9959 nan 5980.0 4.3859
219823911 nan 40.6278 22.4088 nan 4001.0 NaN
219824270 nan 0.6947 2.9810 nan 5461.89 4.7345
219824489 nan 0.2399 0.5572 nan 3237.0 5.0003
219826722 nan 0.7769 5.2181 nan 4094.87 4.4635
219840114 nan nan 2.5154 nan nan NaN
219843707 nan 0.2053 12.0701 nan 3078.0 5.0545
219844588 nan 0.2090 3.1876 nan 3323.0 5.0480
219846064 nan 0.8118 1.4256 nan 5282.0 4.5782
219846066 nan 1.3228 3.8905 nan 6213.0 4.2728
219846107 nan 0.2126 0.2288 nan 3128.0 5.0421
219847692 nan 2.8116 0.1059 nan 7337.0 nan
219851943 nan 0.2589 0.1162 nan 3601.0 4.9746
219852584 nan 1.5971 0.7994 nan 6470.0 4.1519
219852868 nan 3.0733 3.0136 nan 5164.0 NaN
219853206 nan 2.2607 1.1459 nan 6751.0 3.8888
219853425 nan 1.1123 9.6030 nan 5725.0 NaN
219854185 nan 1.7548 1.3155 nan 5494.0 3.9333
219854858 nan 0.9532 4.9456 nan 5758.0 4.4926
219854987 nan 1.6997 4.5899 nan 6397.0 4.0852
219855010 nan 0.1997 1.6699 nan 3012.0 5.0645
219855548 nan 10.7509 5.3023 nan 4863.0 NaN
219857398 nan 0.2730 0.6725 nan nan 4.9709
219857708 nan 1.3677 1.4390 nan 6617.0 4.3091
219857791 nan 0.4550 1.8308 nan 3312.0 4.7770
219857804 nan 1.5158 9.8629 nan 6364.0 nan
219860549 nan 1.6663 0.7024 nan 6695.0 4.1465
219861041 nan 1.2072 8.7438 nan 5629.0 NaN
219861429 nan 1.3477 2.2581 nan 6251.0 4.2631
219861551 nan 1.9559 6.0195 nan 7560.0 nan
219862138 nan 0.9617 7.7232 nan 5773.0 4.4865
219862854 nan 0.2550 1.1351 nan nan 5.0001
219863247 nan 1.9642 0.4776 nan 7447.0 4.0839
219863288 nan 0.5997 5.8746 nan 3780.0 4.6515
219865662 nan 0.4276 9.9132 nan 3453.0 4.8016
219865895 nan 2.2443 0.4443 nan 6894.0 3.9117
219869957 nan 0.1458 0.9289 nan 2899.0 5.1847
219870819 nan 0.3449 5.2420 nan 3328.0 4.8790
219872479 nan 65.7479 14.6839 nan 3619.0 NaN
219874414 nan 0.5170 7.1618 nan 3446.0 4.7225
219875617 nan 0.4444 2.3197 nan 3574.0 4.7865
219876685 nan 73.7095 20.0312 nan 3308.0 NaN
219878176 nan 217.2500 3.1875 nan 3085.0 NaN
219880177 nan 30.6874 2.7273 nan 3960.0 NaN
219880312 nan 0.9753 6.6105 nan 5793.0 4.4768
219880402 nan 0.7652 1.9770 nan 5256.0 NaN
219883898 nan 0.7461 20.3911 nan 4811.0 4.5845
219884888 nan 0.2436 1.4095 nan 3364.0 4.9950
219886940 nan 0.4634 6.5056 nan 3505.0 4.7696
219893086 nan 1.7731 3.0044 nan 6699.0 4.0932
219893265 nan 1.6304 3.8775 nan 6218.0 4.0919
219893380 nan 2.9779 1.8656 nan 6356.0 3.5906
219893560 nan 1.0529 2.5959 nan 6116.0 4.4552
219893630 nan 3.5610 1.5122 nan 6278.0 3.4234
219894679 nan 10.9338 1.4421 nan 4748.0 NaN
219895046 nan 11.0492 1.7622 nan 4656.0 NaN
